Time(s),Amplitude(mm)
0.0010000000474974513,0.9999995231628418
0.0020000000949949026,0.9999979734420776
0.003000000026077032,0.9999955296516418
0.004000000189989805,0.9999920129776001
0.005000000353902578,0.9999874830245972
0.0060000005178153515,0.9999819993972778
0.007000000681728125,0.9999755024909973
0.00800000037997961,0.9999679923057556
0.009000000543892384,0.9999595284461975
0.010000000707805157,0.9999499917030334
0.01100000087171793,0.999939501285553
0.012000001035630703,0.9999279975891113
0.013000001199543476,0.9999154806137085
0.01400000136345625,0.9999020099639893
0.015000001527369022,0.9998875260353088
0.01600000075995922,0.9998720288276672
0.017000000923871994,0.9998555183410645
0.018000001087784767,0.9998379945755005
0.01900000125169754,0.9998195171356201
0.020000001415610313,0.9998000264167786
0.021000001579523087,0.9997795224189758
0.02200000174343586,0.9997580051422119
0.023000001907348633,0.9997355341911316
0.024000002071261406,0.9997119903564453
0.02500000223517418,0.9996874928474426
0.026000002399086952,0.9996620416641235
0.027000002562999725,0.9996355175971985
0.0280000027269125,0.999608039855957
0.02900000289082527,0.9995795488357544
0.030000003054738045,0.9995500445365906
0.031000003218650818,0.9995195269584656
0.03200000151991844,0.9994880557060242
0.032999999821186066,0.9994555711746216
0.03399999812245369,0.9994220733642578
0.034999996423721313,0.9993875622749329
0.03599999472498894,0.9993520975112915
0.03699999302625656,0.9993155598640442
0.037999991327524185,0.9992780685424805
0.03899998962879181,0.9992396235466003
0.03999998793005943,0.9992001056671143
0.04099998623132706,0.9991596341133118
0.04199998453259468,0.9991181492805481
0.042999982833862305,0.9990756511688232
0.04399998113512993,0.9990321397781372
0.04499997943639755,0.9989876747131348
0.045999977737665176,0.9989421963691711
0.0469999760389328,0.9988957047462463
0.047999974340200424,0.9988481998443604
0.04899997264146805,0.998799741268158
0.04999997094273567,0.9987502694129944
0.050999969244003296,0.9986997842788696
0.05199996754527092,0.9986482858657837
0.052999965846538544,0.9985958337783813
0.05399996414780617,0.9985423684120178
0.05499996244907379,0.9984878897666931
0.055999960750341415,0.9984323978424072
0.05699995905160904,0.9983759522438049
0.05799995735287666,0.9983184933662415
0.05899995565414429,0.9982600212097168
0.05999995395541191,0.998200535774231
0.060999952256679535,0.9981400966644287
0.06199995055794716,0.9980786442756653
0.06299994885921478,0.9980161786079407
0.0639999508857727,0.9979526996612549
0.06499995291233063,0.9978882670402527
0.06599995493888855,0.9978228211402893
0.06699995696544647,0.9977563619613647
0.0679999589920044,0.997688889503479
0.06899996101856232,0.9976204633712769
0.06999996304512024,0.9975510239601135
0.07099996507167816,0.997480571269989
0.07199996709823608,0.9974091053009033
0.072999969124794,0.9973366856575012
0.07399997115135193,0.9972632527351379
0.07499997317790985,0.9971888065338135
0.07599997520446777,0.9971134066581726
0.0769999772310257,0.9970369935035706
0.07799997925758362,0.9969595670700073
0.07899998128414154,0.9968811273574829
0.07999998331069946,0.9968017339706421
0.08099998533725739,0.9967212677001953
0.08199998736381531,0.9966399073600769
0.08299998939037323,0.9965574741363525
0.08399999141693115,0.9964740872383118
0.08499999344348907,0.9963896870613098
0.085999995470047,0.9963042736053467
0.08699999749660492,0.9962179064750671
0.08799999952316284,0.9961305260658264
0.08900000154972076,0.9960421323776245
0.09000000357627869,0.9959527254104614
0.09100000560283661,0.9958623647689819
0.09200000762939453,0.9957709908485413
0.09300000965595245,0.9956786036491394
0.09400001168251038,0.9955852627754211
0.0950000137090683,0.9954909086227417
0.09600001573562622,0.9953955411911011
0.09700001776218414,0.9952991604804993
0.09800001978874207,0.995201826095581
0.09900002181529999,0.9951034784317017
0.10000002384185791,0.9950041770935059
